Current_Step,DQN Loss,Zero_Vectors_Ratio,Cumulative_Accuracy,Action_1_Ratio
6052,-1,1.00,95.23809523809523,0.00
6073,-1,1.00,80.95238095238095,0.00
6094,-1,1.00,0.0,0.00
6115,-1,1.00,0.0,0.00
6136,-1,1.00,61.904761904761905,0.00
6157,-1,1.00,100.0,0.00
6178,-1,1.00,100.0,0.00
6199,-1,1.00,100.0,0.00
6220,-1,1.00,100.0,0.00
6241,-1,1.00,100.0,0.00
6262,-1,1.00,100.0,0.00
6283,-1,1.00,100.0,0.00
6304,-1,1.00,100.0,0.00
6325,-1,1.00,100.0,0.00
6346,-1,1.00,100.0,0.00
6367,-1,1.00,100.0,0.00
6388,-1,1.00,100.0,0.00
6409,-1,1.00,100.0,0.00
6430,-1,1.00,100.0,0.00
6451,-1,1.00,100.0,0.00
6472,-1,1.00,100.0,0.00
6493,-1,1.00,100.0,0.00
6514,-1,1.00,100.0,0.00
6535,-1,1.00,100.0,0.00
6556,-1,1.00,100.0,0.00
6577,-1,1.00,100.0,0.00
6598,-1,1.00,100.0,0.00
6619,-1,1.00,100.0,0.00
6640,-1,1.00,100.0,0.00
6661,-1,1.00,100.0,0.00
6682,-1,1.00,100.0,0.00
6703,-1,1.00,100.0,0.00
6724,-1,1.00,100.0,0.00
6745,-1,1.00,100.0,0.00
6766,-1,1.00,100.0,0.00
6787,-1,1.00,100.0,0.00
6808,-1,1.00,100.0,0.00
6829,-1,1.00,100.0,0.00
6850,-1,1.00,100.0,0.00
6871,-1,1.00,100.0,0.00
6892,-1,1.00,100.0,0.00
6913,-1,1.00,100.0,0.00
6934,-1,1.00,100.0,0.00
6955,-1,1.00,66.66666666666666,0.00
6976,-1,1.00,0.0,0.00
6997,-1,1.00,0.0,0.00
7018,-1,1.00,0.0,0.00
7039,-1,1.00,85.71428571428571,0.00
7060,-1,1.00,100.0,0.00
7081,-1,1.00,100.0,0.00
7102,-1,1.00,100.0,0.00
7123,-1,1.00,100.0,0.00
7144,-1,1.00,100.0,0.00
7165,-1,1.00,100.0,0.00
7186,-1,1.00,100.0,0.00
7207,-1,1.00,100.0,0.00
7228,-1,1.00,100.0,0.00
7249,-1,1.00,100.0,0.00
7270,-1,1.00,100.0,0.00
7291,-1,1.00,100.0,0.00
7312,-1,1.00,100.0,0.00
7333,-1,1.00,100.0,0.00
7354,-1,1.00,100.0,0.00
7375,-1,1.00,100.0,0.00
7396,-1,1.00,100.0,0.00
7417,-1,1.00,100.0,0.00
7438,-1,1.00,100.0,0.00
7459,-1,1.00,100.0,0.00
7480,-1,1.00,100.0,0.00
7501,-1,1.00,100.0,0.00
7522,-1,1.00,100.0,0.00
7543,-1,1.00,100.0,0.00
7564,-1,1.00,100.0,0.00
7585,-1,1.00,100.0,0.00
7606,-1,1.00,100.0,0.00
7627,-1,1.00,100.0,0.00
7648,-1,1.00,100.0,0.00
7669,-1,1.00,100.0,0.00
7690,-1,1.00,100.0,0.00
7711,-1,1.00,100.0,0.00
7732,-1,1.00,100.0,0.00
7753,-1,1.00,100.0,0.00
7774,-1,1.00,100.0,0.00
7795,-1,1.00,100.0,0.00
7816,-1,1.00,100.0,0.00
7837,-1,1.00,100.0,0.00
7858,-1,1.00,100.0,0.00
7879,-1,1.00,100.0,0.00
7900,-1,1.00,28.57142857142857,0.00
7921,-1,1.00,4.761904761904762,0.00
7942,-1,1.00,0.0,0.00
7963,-1,1.00,38.095238095238095,0.00
7984,-1,1.00,100.0,0.00
8005,-1,1.00,100.0,0.00
8026,-1,1.00,100.0,0.00
8047,-1,1.00,100.0,0.00
8068,-1,1.00,100.0,0.00
8089,-1,1.00,100.0,0.00
8110,-1,1.00,100.0,0.00
8131,-1,1.00,100.0,0.00
8152,-1,1.00,100.0,0.00
8173,-1,1.00,100.0,0.00
8194,-1,1.00,100.0,0.00
8215,-1,1.00,100.0,0.00
8236,-1,1.00,100.0,0.00
8257,-1,1.00,100.0,0.00
8278,-1,1.00,100.0,0.00
8299,-1,1.00,100.0,0.00
8320,-1,1.00,100.0,0.00
8341,-1,1.00,100.0,0.00
8362,-1,1.00,100.0,0.00
8383,-1,1.00,100.0,0.00
8404,-1,1.00,100.0,0.00
8425,-1,1.00,100.0,0.00
8446,-1,1.00,100.0,0.00
8467,-1,1.00,100.0,0.00
8488,-1,1.00,100.0,0.00
8509,-1,1.00,100.0,0.00
8530,-1,1.00,100.0,0.00
8551,-1,1.00,100.0,0.00
8572,-1,1.00,100.0,0.00
8593,-1,1.00,100.0,0.00
8614,-1,1.00,100.0,0.00
8635,-1,1.00,100.0,0.00
8656,-1,1.00,100.0,0.00
8677,-1,1.00,100.0,0.00
8698,-1,1.00,100.0,0.00
8719,-1,1.00,100.0,0.00
8740,-1,1.00,100.0,0.00
8761,-1,1.00,100.0,0.00
8782,-1,1.00,100.0,0.00
8803,-1,1.00,57.14285714285714,0.00
8824,-1,1.00,0.0,0.00
8845,-1,1.00,14.285714285714285,0.00
8866,-1,1.00,61.904761904761905,0.00
8887,-1,1.00,100.0,0.00
8908,-1,1.00,9.523809523809524,0.00
8929,-1,1.00,38.095238095238095,0.00
8950,-1,1.00,71.42857142857143,0.00
8971,-1,1.00,28.57142857142857,0.00
8992,-1,1.00,57.14285714285714,0.00
9013,-1,1.00,100.0,0.00
9034,-1,1.00,19.047619047619047,0.00
9055,-1,1.00,100.0,0.00
9076,-1,1.00,85.71428571428571,0.00
9097,-1,1.00,71.42857142857143,0.00
9118,-1,1.00,0.0,0.00
9139,-1,1.00,33.33333333333333,0.00
9160,-1,1.00,0.0,0.00
9181,-1,1.00,0.0,0.00
9202,-1,1.00,100.0,0.00
9223,-1,1.00,100.0,0.00
9244,-1,1.00,66.66666666666666,0.00
9265,-1,1.00,0.0,0.00
9286,-1,1.00,0.0,0.00
9307,-1,1.00,0.0,0.00
9328,-1,1.00,0.0,0.00
9349,-1,1.00,52.38095238095239,0.00
9370,-1,1.00,85.71428571428571,0.00
9391,-1,1.00,61.904761904761905,0.00
9412,-1,1.00,0.0,0.00
9433,-1,1.00,0.0,0.00
9454,-1,1.00,71.42857142857143,0.00
9475,-1,1.00,85.71428571428571,0.00
